vertex_id:int,label_id:int,title:string,genres:string,avgrating:double,year:double,gender:string,age:double,occupation:int,zip-code:string
2034,0,Of Human Bondage (1934),|Drama,3.74138,1934,,,,
2035,0,"Blue Angel, The (Blaue Engel, Der) (1930)",|Drama,3.94949,1930,,,,
2036,0,Snow Falling on Cedars (1999),|Drama,3.40204,1999,,,,
2037,0,Love Is a Many-Splendored Thing (1955),|Romance,3.26,1955,,,,
2038,0,"Raisin in the Sun, A (1961)",|Drama,3.97203,1961,,,,
2039,0,"Secret of Roan Inish, The (1994)",|Drama,3.84512,1994,,,,
2040,0,How Green Was My Valley (1941),|Drama,4.02804,1941,,,,
2041,0,Cabaret (1972),|Musical|War,3.90455,1972,,,,
2042,0,"Run Silent, Run Deep (1958)",|War,4.00459,1958,,,,
2043,0,Oliver! (1968),|Musical,3.69378,1968,,,,
2044,0,Blow-Out (La Grande Bouffe) (1973),|Drama,3.78,1973,,,,
2045,0,Two Women (La Ciociara) (1961),|Drama|War,4.02273,1961,,,,
2046,0,Breaker Morant (1980),|Drama|War,4.10585,1980,,,,
2047,0,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",|Drama|War,3.96522,1925,,,,
2048,0,"Official Story, The (La Historia Oficial) (1985)",|Drama,3.76316,1985,,,,
2049,0,Shall We Dance? (1937),|Comedy|Musical|Romance,4.16571,1937,,,,
2050,0,Bread and Chocolate (Pane e cioccolata) (1973),|Drama,4.04478,1973,,,,
2051,0,Dancer in the Dark (2000),|Drama|Musical,3.81818,2000,,,,
2052,0,Braindead (1992),|Comedy|Horror,3.35714,1992,,,,
2053,0,Before and After (1996),|Drama|Mystery,2.98113,1996,,,,
2054,0,Mr. Magoo (1997),|Comedy,1.8254,1997,,,,
2055,0,Cookie's Fortune (1999),|Mystery,3.60776,1999,,,,
2056,0,Bring It On (2000),|Comedy,3.26957,2000,,,,
2057,0,Eye of the Beholder (1999),|Thriller,2.11027,1999,,,,
2058,0,Reindeer Games (2000),|Action|Thriller,2.78369,2000,,,,
2059,0,Supernova (2000),|Adventure|Sci-Fi,2.13462,2000,,,,
2060,0,Ready to Rumble (2000),|Comedy,2.59375,2000,,,,
2061,0,"Flintstones in Viva Rock Vegas, The (2000)",|Children's|Comedy,1.81452,2000,,,,
2062,0,Boys and Girls (2000),|Comedy|Romance,2.58667,2000,,,,
2063,0,Urban Legends: Final Cut (2000),|Horror,2.17978,2000,,,,
2064,0,"Kid, The (2000)",|Comedy,3.2236,2000,,,,
2065,0,"Pawnbroker, The (1965)",|Drama,4.19355,1965,,,,
2066,0,Atlantic City (1980),|Crime|Drama|Romance,3.82886,1980,,,,
2067,0,Ghosts of Mississippi (1996),|Drama,3.50311,1996,,,,
2068,0,American Buffalo (1996),|Drama,3.15517,1996,,,,
2069,0,"Trip to Bountiful, The (1985)",|Drama,3.77698,1985,,,,
2070,0,Faithful (1996),|Comedy,3,1996,,,,
2071,0,"Man Who Knew Too Much, The (1934)",|Thriller,3.85039,1934,,,,
2072,0,Coma (1978),|Thriller,3.375,1978,,,,
2073,0,Kidnapped (1960),|Children's|Drama,3.57143,1960,,,,
2074,0,Stanley & Iris (1990),|Drama|Romance,3.05882,1990,,,,
2075,0,"River, The (1984)",|Drama,3.22222,1984,,,,
2076,0,Metro (1997),|Action,2.77,1997,,,,
2077,0,"Preacher's Wife, The (1996)",|Drama,2.97321,1996,,,,
2078,0,"Crucible, The (1996)",|Drama,3.20561,1996,,,,
2079,0,Family Plot (1976),|Comedy|Thriller,3.21687,1976,,,,
2080,0,"Spitfire Grill, The (1996)",|Drama,3.4359,1996,,,,
2081,0,Prisoner of the Mountains (Kavkazsky Plennik) (1996),|War,3.78571,1996,,,,
2082,0,"Fan, The (1996)",|Thriller,2.55172,1996,,,,
2083,0,Foreign Correspondent (1940),|Thriller,3.78495,1940,,,,
2084,0,Dancing at Lughnasa (1998),|Drama,3.27273,1998,,,,
2085,0,Love Jones (1997),|Romance,3.44444,1997,,,,
2086,0,"MatchMaker, The (1997)",|Comedy|Romance,3.01835,1997,,,,
2087,0,Penny Serenade (1941),|Drama|Romance,3.53846,1941,,,,
2088,0,Hurlyburly (1998),|Drama,3.09184,1998,,,,
2089,0,Stardust Memories (1980),|Comedy|Drama,3.28099,1980,,,,
2090,0,Angel on My Shoulder (1946),|Crime|Drama,3.45,1946,,,,
2091,0,Wonder Boys (2000),|Comedy|Drama,3.94433,2000,,,,
2092,0,Algiers (1938),|Drama|Romance,3.75,1938,,,,
2093,0,"Horse Whisperer, The (1998)",|Drama,3.22857,1998,,,,
2094,0,Running Scared (1986),|Action|Comedy,3.36965,1986,,,,
2095,0,Splendor in the Grass (1961),|Drama,3.75926,1961,,,,
2096,0,Tough Guys (1986),|Comedy,2.97849,1986,,,,
2097,0,Jade (1995),|Thriller,2.49451,1995,,,,
2098,0,Death Wish (1974),|Action|Drama,3.34091,1974,,,,
2099,0,Disclosure (1994),|Drama|Thriller,3.17857,1994,,,,
2100,0,"End of Violence, The (1997)",|Drama|Thriller,2.87037,1997,,,,
2101,0,"Postman Always Rings Twice, The (1981)",|Crime|Thriller,3.46753,1981,,,,
2102,0,Lolita (1962),|Drama,3.865,1962,,,,
2103,0,G. I. Blues (1960),|Musical,3,1960,,,,
2104,0,You Can't Take It With You (1938),|Comedy,4,1938,,,,
2105,0,"Lost Weekend, The (1945)",|Drama,3.90984,1945,,,,
2106,0,Jefferson in Paris (1995),|Drama,3.07895,1995,,,,
2107,0,Moonlight and Valentino (1995),|Drama|Romance,3.14286,1995,,,,
2108,0,Things Change (1988),|Comedy,3.75532,1988,,,,
2109,0,Three Days of the Condor (1975),|Thriller,4.04114,1975,,,,
2110,0,Hamlet (1964),|Drama,3.56604,1964,,,,
2111,0,Light of Day (1987),|Drama,2.67742,1987,,,,
2112,0,Being Human (1993),|Drama,2.5,1993,,,,
2113,0,My Family (1995),|Drama,3.71739,1995,,,,
2114,0,Cops and Robbersons (1994),|Comedy,2.04688,1994,,,,
2115,0,Coming Home (1978),|Drama|War,3.71134,1978,,,,
2116,0,Shaft (1971),|Action|Crime,3.41176,1971,,,,
2117,0,Looking for Richard (1996),|Documentary|Drama,3.81379,1996,,,,
2118,0,"Sugarland Express, The (1974)",|Drama,3.46053,1974,,,,
2119,0,Niagara (1953),|Drama|Thriller,3.4902,1953,,,,
2120,0,Flesh and Bone (1993),|Drama|Mystery|Romance,3.14286,1993,,,,
2121,0,Gilda (1946),|Film-Noir,4.00943,1946,,,,
2122,0,Once Upon a Time in the West (1969),|Western,4.02312,1969,,,,
2123,0,"Crossing Guard, The (1995)",|Drama,3.26,1995,,,,
2124,0,"Juror, The (1996)",|Drama|Thriller,2.60526,1996,,,,
2125,0,Antonia's Line (Antonia) (1995),|Drama,3.88636,1995,,,,
2126,0,"Candidate, The (1972)",|Drama,3.7013,1972,,,,
2127,0,Air America (1990),|Action|Comedy,2.74671,1990,,,,
2128,0,"Tin Drum, The (Blechtrommel, Die) (1979)",|Drama,3.94681,1979,,,,
2129,0,Carried Away (1996),|Drama|Romance,2.85714,1996,,,,
2130,0,"Christmas Carol, A (1938)",|Drama,3.98969,1938,,,,
2131,0,"Bank Dick, The (1940)",|Comedy,4.0137,1940,,,,
2132,0,Diabolique (1996),|Drama|Thriller,2.67143,1996,,,,
2133,0,American Movie (1999),|Documentary,4.01706,1999,,,,
2134,0,Flawless (1999),|Drama,3.15596,1999,,,,
2135,0,8MM (1999),|Thriller,2.86842,1999,,,,
2136,0,Home Alone 3 (1997),|Children's|Comedy,1.88235,1997,,,,
2137,0,"Doom Generation, The (1995)",|Comedy|Drama,2.45902,1995,,,,
2138,0,SLC Punk! (1998),|Comedy|Drama,3.6087,1998,,,,
2139,0,"Thirteenth Floor, The (1999)",|Drama|Sci-Fi|Thriller,3.18961,1999,,,,
2140,0,Desert Blue (1999),|Drama,3.08333,1999,,,,
2141,0,Evita (1996),|Drama|Musical,3.26071,1996,,,,
2142,0,"Mating Habits of the Earthbound Human, The (1998)",|Comedy,3.29412,1998,,,,
2143,0,Sudden Death (1995),|Action,2.65686,1995,,,,
2144,0,"Pelican Brief, The (1993)",|Thriller,3.27457,1993,,,,
2145,0,Madeline (1998),|Children's|Comedy,3.17391,1998,,,,
2146,0,Sgt. Bilko (1996),|Comedy,2.54286,1996,,,,
2147,0,Meet John Doe (1941),|Drama,3.91463,1941,,,,
2148,0,"Best Years of Our Lives, The (1946)",|Drama|War,4.12288,1946,,,,
2149,0,Reds (1981),|Drama,3.47442,1981,,,,
2150,0,'Night Mother (1986),|Drama,3.37143,1986,,,,
2151,0,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",|Drama,3.81818,1972,,,,
2152,0,"Broadway Melody, The (1929)",|Musical,3.1875,1929,,,,
2153,0,"Ideal Husband, An (1999)",|Comedy,3.7,1999,,,,
2154,0,Down in the Delta (1998),|Drama,3.64407,1998,,,,
2155,0,Affliction (1997),|Drama,3.60914,1997,,,,
2156,0,Henry Fool (1997),|Comedy|Drama,3.48673,1997,,,,
2157,0,"Cry, the Beloved Country (1995)",|Drama,3.93333,1995,,,,
2158,0,"House on Haunted Hill, The (1999)",|Horror,2.30267,1999,,,,
2159,0,Restoration (1995),|Drama,3.44242,1995,,,,
2160,0,Body Shots (1999),|Drama,2.18919,1999,,,,
2161,0,Passion Fish (1992),|Drama,3.65986,1992,,,,
2162,0,Agnes Browne (1999),|Comedy|Drama,3.30303,1999,,,,
2163,0,Tom and Huck (1995),|Adventure|Children's,3.01471,1995,,,,
2164,0,Solo (1996),|Action|Sci-Fi|Thriller,2.14563,1996,,,,
2165,0,Wrongfully Accused (1998),|Action|Comedy,2.55738,1998,,,,
2166,0,Knock Off (1998),|Action,2.38462,1998,,,,
2167,0,Virus (1999),|Horror|Sci-Fi,2.35829,1999,,,,
2168,0,Maximum Risk (1996),|Action|Adventure|Thriller,2.57407,1996,,,,
2169,0,Black Mask (Hak hap) (1996),|Action,3.07576,1996,,,,
2170,0,Bloodsport (1988),|Action,3.22523,1988,,,,
2171,0,Hideaway (1995),|Thriller,2.68182,1995,,,,
2172,0,Mr. Nice Guy (1997),|Action|Comedy,3.26744,1997,,,,
2173,0,"Glimmer Man, The (1996)",|Action|Thriller,2.66337,1996,,,,
2174,0,Operation Condor (Feiying gaiwak) (1990),|Action|Adventure|Comedy,3.46341,1990,,,,
2175,0,Hard Target (1993),|Action|Adventure|Crime|Thriller,2.78241,1993,,,,
2176,0,Missing in Action 2: The Beginning (1985),|Action|War,2.08654,1985,,,,
2177,0,Braddock: Missing in Action III (1988),|Action|War,2.1519,1988,,,,
2178,0,"Quest, The (1996)",|Action|Adventure,2.30952,1996,,,,
2179,0,Kansas City (1996),|Crime,3.09524,1996,,,,
2180,0,Central Station (Central do Brasil) (1998),|Drama,4.28169,1998,,,,
2181,0,Andre (1994),|Adventure|Children's,3,1994,,,,
2182,0,Harriet the Spy (1996),|Children's|Comedy,3.10833,1996,,,,
2183,0,"Return of Jafar, The (1993)",|Animation|Children's|Musical,2.42236,1993,,,,
2184,0,Pokémon: The First Movie (1998),|Animation|Children's,1.97794,1998,,,,
2185,0,That Darn Cat! (1997),|Children's|Comedy|Mystery,2.66667,1997,,,,
2186,0,Buddy (1997),|Adventure|Children's|Drama,2.83333,1997,,,,
2187,0,"Rugrats Movie, The (1998)",|Animation|Children's|Comedy,2.76812,1998,,,,
2188,0,Cats Don't Dance (1997),|Animation|Children's|Musical,2.56757,1997,,,,
2189,0,Bogus (1996),|Children's|Drama|Fantasy,2.5814,1996,,,,
2190,0,Turbo: A Power Rangers Movie (1997),|Action|Adventure|Children's,1.30233,1997,,,,
2191,0,Wild America (1997),|Adventure|Children's,3.16667,1997,,,,
2192,0,We're Back! A Dinosaur's Story (1993),|Animation|Children's,2.51724,1993,,,,
2193,0,Air Bud (1997),|Children's|Comedy,2.49107,1997,,,,
2194,0,"King and I, The (1999)",|Animation|Children's,2.61538,1999,,,,
2195,0,"Amazing Panda Adventure, The (1995)",|Adventure|Children's,2.88889,1995,,,,
2196,0,Far From Home: The Adventures of Yellow Dog (1995),|Adventure|Children's,2.8125,1995,,,,
2197,0,Free Willy 2: The Adventure Home (1995),|Adventure|Children's|Drama,2,1995,,,,
2198,0,Mighty Morphin Power Rangers: The Movie (1995),|Action|Children's,1.6087,1995,,,,
2199,0,"Next Karate Kid, The (1994)",|Action|Children's,1.92763,1994,,,,
2200,0,"Jungle Book, The (1994)",|Adventure|Children's|Romance,3.36402,1994,,,,
2201,0,Dunston Checks In (1996),|Children's|Comedy,2.21053,1996,,,,
2202,0,Gulliver's Travels (1939),|Adventure|Animation|Children's,3.54701,1939,,,,
2203,0,"Pagemaster, The (1994)",|Action|Adventure|Animation|Children's|Fantasy,2.70896,1994,,,,
2204,0,Angus (1995),|Comedy,3.31469,1995,,,,
2205,0,Blank Check (1994),|Children's|Comedy,2.21875,1994,,,,
2206,0,All Dogs Go to Heaven 2 (1996),|Animation|Children's|Musical,2.08,1996,,,,
2207,0,Theodore Rex (1995),|Comedy,1.66667,1995,,,,
2208,0,Oliver & Company (1988),|Animation|Children's,3.04196,1988,,,,
2209,0,Flipper (1996),|Adventure|Children's,2.5,1996,,,,
2210,0,Get Carter (2000),|Action|Drama|Thriller,2.29167,2000,,,,
2211,0,Bait (2000),|Action|Comedy,2.73333,2000,,,,
2212,0,Action Jackson (1988),|Action|Comedy,2.25405,1988,,,,
2213,0,"Simple Twist of Fate, A (1994)",|Drama,3.16364,1994,,,,
2214,0,Croupier (1998),|Crime|Drama,4.02597,1998,,,,
2215,0,Brokedown Palace (1999),|Drama,2.88235,1999,,,,
2216,0,Jean de Florette (1986),|Drama,4.32407,1986,,,,
2217,0,Different for Girls (1996),|Comedy,3.7,1996,,,,
2218,0,God Said 'Ha!' (1998),|Comedy,3.53846,1998,,,,
2219,0,Blue in the Face (1995),|Comedy,3.56061,1995,,,,
2220,0,On the Town (1949),|Musical,3.94048,1949,,,,
2221,0,"Friend of the Deceased, A (1997)",|Comedy|Drama,4,1997,,,,
2222,0,Barcelona (1994),|Comedy|Romance,3.47573,1994,,,,
2223,0,"Three Caballeros, The (1945)",|Animation|Children's|Musical,3.26613,1945,,,,
2224,0,Pushing Hands (1992),|Comedy,3.91304,1992,,,,
2225,0,Kicking and Screaming (1995),|Comedy|Drama,3.69231,1995,,,,
2226,0,Last Summer in the Hamptons (1995),|Comedy|Drama,3.09524,1995,,,,
2227,0,All That Jazz (1979),|Musical,3.82334,1979,,,,
2228,0,Bhaji on the Beach (1993),|Comedy|Drama,3.85714,1993,,,,
2229,0,Lulu on the Bridge (1998),|Drama|Mystery|Romance,2.68182,1998,,,,
2230,0,"Rapture, The (1991)",|Drama|Mystery,3.31757,1991,,,,
2231,0,Paths of Glory (1957),|Drama|War,4.47391,1957,,,,
2232,0,M (1931),|Crime|Film-Noir|Thriller,4.30619,1931,,,,
2233,0,McCabe & Mrs. Miller (1971),|Drama|Western,3.69712,1971,,,,
2234,0,Drunken Master (Zui quan) (1979),|Action|Comedy,3.90977,1979,,,,
2235,0,Friday (1995),|Comedy,3.653,1995,,,,
2236,0,House on Haunted Hill (1958),|Horror,3.22917,1958,,,,
2237,0,For Love of the Game (1999),|Comedy|Drama,3.14773,1999,,,,
2238,0,"Mark of Zorro, The (1940)",|Adventure,3.70476,1940,,,,
2239,0,Drowning Mona (2000),|Comedy,2.73626,2000,,,,
2240,0,Hanging Up (2000),|Comedy|Drama,2.30357,2000,,,,
2241,0,Coyote Ugly (2000),|Drama,2.7665,2000,,,,
2242,0,"Broken Hearts Club, The (2000)",|Drama,3.32857,2000,,,,
2243,0,"Eyes of Tammy Faye, The (2000)",|Documentary,3.87342,2000,,,,
2244,0,Gold Diggers: The Secret of Bear Mountain (1995),|Adventure|Children's,2.92308,1995,,,,
2245,0,Tumbleweeds (1999),|Drama,3.5303,1999,,,,
2246,0,Dear Diary (Caro Diario) (1994),|Comedy|Drama,3.62963,1994,,,,
2247,0,"Chambermaid on the Titanic, The (1998)",|Romance,3.25,1998,,,,
2248,0,Diebinnen (1995),|Drama,1,1995,,,,
2249,0,"Pope of Greenwich Village, The (1984)",|Action,3.73684,1984,,,,
2250,0,"Taking of Pelham One Two Three, The (1974)",|Action,3.80515,1974,,,,
2251,0,"Cowboy Way, The (1994)",|Action|Comedy,2.625,1994,,,,
2252,0,Palookaville (1996),|Action|Drama,3.42857,1996,,,,
2253,0,Faster Pussycat! Kill! Kill! (1965),|Action|Comedy|Drama,3.54237,1965,,,,
2254,0,Brief Encounter (1946),|Drama|Romance,4.09184,1946,,,,
2255,0,BASEketball (1998),|Comedy,2.98352,1998,,,,
2256,0,"Cement Garden, The (1993)",|Drama,3.09524,1993,,,,
2257,0,Why Do Fools Fall In Love? (1998),|Drama,2.84615,1998,,,,
2258,0,"Two Jakes, The (1990)",|Drama,3.04839,1990,,,,
2259,0,Urban Legend (1998),|Horror|Thriller,2.71681,1998,,,,
2260,0,Infinity (1996),|Drama,3.11111,1996,,,,
2261,0,Twin Dragons (Shuang long hui) (1992),|Action|Comedy,3.10606,1992,,,,
2262,0,Dracula: Dead and Loving It (1995),|Comedy|Horror,2.36076,1995,,,,
2263,0,"Perez Family, The (1995)",|Comedy|Romance,3.09524,1995,,,,
2264,0,Red Rock West (1992),|Thriller,3.85547,1992,,,,
2265,0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),|Comedy,2.87156,1996,,,,
2266,0,Operation Condor 2 (Longxiong hudi) (1990),|Action|Adventure|Comedy,3.45833,1990,,,,
2267,0,What's Love Got to Do with It? (1993),|Drama,3.46667,1993,,,,
2268,0,Fandango (1985),|Comedy,3.66667,1985,,,,
2269,0,Local Hero (1983),|Comedy,3.99427,1983,,,,
2270,0,Kazaam (1996),|Children's|Comedy|Fantasy,1.47458,1996,,,,
2271,0,"Watcher, The (2000)",|Crime|Thriller,2.30769,2000,,,,
2272,0,Newsies (1992),|Children's|Musical,3.13187,1992,,,,
2273,0,Dead Man on Campus (1998),|Comedy,2.66142,1998,,,,
2274,0,Excess Baggage (1997),|Adventure|Romance,2.65909,1997,,,,
2275,0,Down to You (2000),|Comedy|Romance,2.69421,2000,,,,
2276,0,Free Willy 3: The Rescue (1997),|Adventure|Children's|Drama,1.75,1997,,,,
2277,0,Star Kid (1997),|Adventure|Children's|Fantasy|Sci-Fi,2.19048,1997,,,,
2278,0,Doug's 1st Movie (1999),|Animation|Children's,2.41026,1999,,,,
2279,0,Me Myself I (2000),|Comedy,3.21505,2000,,,,
2280,0,"Wood, The (1999)",|Drama,3.2619,1999,,,,
2281,0,Here on Earth (2000),|Drama|Romance,2.47727,2000,,,,
2282,0,Whatever It Takes (2000),|Comedy|Romance,2.69767,2000,,,,
2283,0,Quest for Camelot (1998),|Adventure|Animation|Children's|Fantasy,2.77941,1998,,,,
2284,0,Thumbelina (1994),|Animation|Children's,2.65116,1994,,,,
2285,0,Autumn in New York (2000),|Drama|Romance,2.13158,2000,,,,
2286,0,Steamboat Willie (1940),|Animation|Children's|Comedy|Musical,3.37755,1940,,,,
2287,0,Melody Time (1948),|Animation|Children's|Musical,3.33333,1948,,,,
2288,0,Three to Tango (1999),|Comedy|Romance,2.84466,1999,,,,
2289,0,"Great Mouse Detective, The (1986)",|Animation|Children's,3.49618,1986,,,,
2290,0,Bloodsport 2 (1995),|Action,2.04348,1995,,,,
2291,0,Steel (1997),|Action,1.64179,1997,,,,
2292,0,Heartbreak Ridge (1986),|Action|War,3.35235,1986,,,,
2293,0,Under Siege 2: Dark Territory (1995),|Action,2.92118,1995,,,,
2294,0,Mortal Kombat: Annihilation (1997),|Action|Adventure,2.17424,1997,,,,
2295,0,Iron Eagle IV (1995),|Action|War,1.54545,1995,,,,
2296,0,"Killer Shrews, The (1959)",|Horror|Sci-Fi,2.07143,1959,,,,
2297,0,Nosferatu a Venezia (1986),|Horror,3.07143,1986,,,,
2298,0,Phantasm II (1988),|Horror,2.88764,1988,,,,
2299,0,Brassed Off (1996),|Comedy|Drama|Romance,3.54202,1996,,,,
2300,0,Shadow of a Doubt (1943),|Film-Noir|Thriller,4.26316,1943,,,,
2301,0,Our Town (1940),|Drama,3.85714,1940,,,,
2302,0,Saboteur (1942),|Thriller,3.81818,1942,,,,
2303,0,Sabotage (1936),|Thriller,3.7037,1936,,,,
2304,0,Paradise Road (1997),|Drama|War,3.31707,1997,,,,
2305,0,Ninotchka (1939),|Comedy|Romance,4.07576,1939,,,,
2306,0,Lost Horizon (1937),|Drama,3.79381,1937,,,,
2307,0,Career Girls (1997),|Drama,3.54839,1997,,,,
2308,0,Grand Hotel (1932),|Drama,3.78313,1932,,,,
2309,0,Mrs. Miniver (1942),|Drama|War,3.87805,1942,,,,
2310,0,Gentleman's Agreement (1947),|Drama,3.89011,1947,,,,
2311,0,Rain (1932),|Drama,3.6875,1932,,,,
2312,0,"Big Carnival, The (1951)",|Drama,3.79487,1951,,,,
2313,0,"Palm Beach Story, The (1942)",|Comedy,4.29126,1942,,,,
2314,0,Homegrown (1998),|Comedy|Thriller,3.36893,1998,,,,
2315,0,Man Facing Southeast (Hombre Mirando al Sudeste) (1986),|Drama,3.74194,1986,,,,
2316,0,Duets (2000),|Comedy|Drama,2.62376,2000,,,,
2317,0,Earthquake (1974),|Action,2.84874,1974,,,,
2318,0,"Phantom of the Opera, The (1943)",|Drama|Thriller,3.72072,1943,,,,
2319,0,Fair Game (1995),|Action,2.10638,1995,,,,
2320,0,Footloose (1984),|Drama,3.06338,1984,,,,
2321,0,"Suddenly, Last Summer (1959)",|Drama,3.83333,1959,,,,
2322,0,Basquiat (1996),|Drama,3.5,1996,,,,
2323,0,Next Friday (1999),|Comedy,2.57317,1999,,,,
2324,0,East-West (Est-ouest) (1999),|Drama|Romance,3.76238,1999,,,,
2325,0,Shooting Fish (1997),|Romance,3.53333,1997,,,,
2326,0,Up at the Villa (2000),|Drama,3.06897,2000,,,,
2327,0,Tommy (1975),|Drama|Musical,2.97537,1975,,,,
2328,0,"Adventures of Rocky and Bullwinkle, The (2000)",|Animation|Children's|Comedy,2.49261,2000,,,,
2329,0,Girlfight (2000),|Drama,3.53279,2000,,,,
2330,0,If.... (1968),|Drama,3.88889,1968,,,,
2331,0,Set It Off (1996),|Action|Crime,3.01075,1996,,,,
2332,0,Nighthawks (1981),|Action|Drama,3.27368,1981,,,,
2333,0,Volcano (1997),|Drama|Thriller,2.55801,1997,,,,
2334,0,Marnie (1964),|Thriller,3.57265,1964,,,,
2335,0,Switchback (1997),|Thriller,3.19318,1997,,,,
2336,0,Wings (1927),|Drama|Romance|War,3.88889,1927,,,,
2337,0,All the King's Men (1949),|Drama,4.02542,1949,,,,
2338,0,Dear God (1996),|Comedy,2.89362,1996,,,,
2339,0,"Slumber Party Massacre, The (1982)",|Horror,1.92593,1982,,,,
2340,0,Barenaked in America (1999),|Documentary,2.96667,1999,,,,
2341,0,Stranger Than Paradise (1984),|Comedy,3.85,1984,,,,
2342,0,Son of Flubber (1963),|Children's|Comedy,3.14474,1963,,,,
2343,0,Rounders (1998),|Crime|Drama,3.60704,1998,,,,
2344,0,Clay Pigeons (1998),|Crime,3.42742,1998,,,,
2345,0,Character (Karakter) (1997),|Drama,3.77273,1997,,,,
2346,0,Amityville: A New Generation (1993),|Horror,1.65217,1993,,,,
2347,0,"Wrong Man, The (1956)",|Drama|Film-Noir|Thriller,3.62366,1956,,,,
2348,0,Catfish in Black Bean Sauce (2000),|Comedy|Drama,2.73333,2000,,,,
2349,0,Beyond the Mat (2000),|Documentary,3.53846,2000,,,,
2350,0,Song of the South (1946),|Adventure|Animation|Children's|Musical,3.58904,1946,,,,
2351,0,Where the Money Is (2000),|Comedy|Drama,3.32353,2000,,,,
2352,0,Poltergeist II: The Other Side (1986),|Horror|Thriller,2.42308,1986,,,,
2353,0,Cujo (1983),|Horror|Thriller,2.73061,1983,,,,
2354,0,Amityville 1992: It's About Time (1992),|Horror,1.71875,1992,,,,
2355,0,Amityville II: The Possession (1982),|Horror,2.10714,1982,,,,
2356,0,"Amityville Curse, The (1990)",|Horror,1.84,1990,,,,
2357,0,Blood For Dracula (Andy Warhol's Dracula) (1974),|Horror,2.67647,1974,,,,
2358,0,Sorority House Massacre (1986),|Horror,2.04545,1986,,,,
2359,0,Sorority House Massacre II (1990),|Horror,1.78571,1990,,,,
2360,0,Bride of Re-Animator (1990),|Comedy|Horror,2.89231,1990,,,,
2361,0,Tales from the Darkside: The Movie (1990),|Horror,2.83838,1990,,,,
2362,0,Stealing Home (1988),|Drama,3.19697,1988,,,,
2363,0,King Kong Lives (1986),|Action|Adventure|Horror,1.68966,1986,,,,
2364,0,Children of the Corn II: The Final Sacrifice (1993),|Horror,1.7451,1993,,,,
2365,0,"Gate, The (1987)",|Horror,2.64602,1987,,,,
2366,0,Alligator (1980),|Action|Horror|Sci-Fi,2.23529,1980,,,,
2367,0,Raise the Titanic (1980),|Drama|Thriller,2.78125,1980,,,,
2368,0,"Mummy, The (1959)",|Horror,3.23077,1959,,,,
2369,0,"Mummy's Curse, The (1944)",|Horror,3.03226,1944,,,,
2370,0,Dracula (1958),|Horror,3.34314,1958,,,,
2371,0,"Curse of Frankenstein, The (1957)",|Horror,2.92157,1957,,,,
2372,0,Brighton Beach Memoirs (1986),|Comedy,3.43556,1986,,,,
2373,0,Earth Vs. the Flying Saucers (1956),|Sci-Fi,3.42254,1956,,,,
2374,0,"Sum of Us, The (1994)",|Comedy,3.9697,1994,,,,
2375,0,"Hunted, The (1995)",|Action,3.35294,1995,,,,
2376,0,Tales From the Crypt Presents: Demon Knight (1995),|Horror,3.11111,1995,,,,
2377,0,Village of the Damned (1995),|Horror|Sci-Fi,2.55625,1995,,,,
2378,0,In the Mouth of Madness (1995),|Horror|Thriller,2.91146,1995,,,,
2379,0,Mary Shelley's Frankenstein (1994),|Drama|Horror,2.893,1994,,,,
2380,0,My Chauffeur (1986),|Comedy,2.93939,1986,,,,
2381,0,Quatermass II (1957),|Sci-Fi|Thriller,3.16216,1957,,,,
2382,0,Prom Night (1980),|Horror,2.32967,1980,,,,
2383,0,Hello Mary Lou: Prom Night II (1987),|Horror,2.09804,1987,,,,
2384,0,MacKenna's Gold (1969),|Western,3.26316,1969,,,,
2385,0,Child's Play 2 (1990),|Horror,2.11278,1990,,,,
2386,0,"Fog, The (1980)",|Horror,2.92353,1980,,,,
2387,0,Child's Play 3 (1992),|Horror,1.88542,1992,,,,
2388,0,Poltergeist III (1988),|Horror|Thriller,1.82569,1988,,,,
2389,0,"Exorcist III, The (1990)",|Horror,2.74803,1990,,,,
2390,0,Hell Night (1981),|Horror,2.26471,1981,,,,
2391,0,Candyman: Farewell to the Flesh (1995),|Horror,2.22581,1995,,,,
2392,0,Disturbing Behavior (1998),|Horror|Thriller,2.68944,1998,,,,
2393,0,Pumpkinhead (1988),|Horror,2.54464,1988,,,,
2394,0,Sleepaway Camp (1983),|Horror,2.62069,1983,,,,
2395,0,Tex (1982),|Drama,3.33962,1982,,,,
2396,0,Beach Party (1963),|Comedy,2.68889,1963,,,,
2397,0,Graveyard Shift (1990),|Horror|Thriller,2.14286,1990,,,,
2398,0,Twelfth Night (1996),|Comedy|Drama|Romance,3.8543,1996,,,,
2399,0,Fluke (1995),|Children's|Drama,3.31034,1995,,,,
2400,0,East is East (1999),|Comedy,3.66477,1999,,,,
2401,0,Kronos (1957),|Sci-Fi,3.11111,1957,,,,
2402,0,Thinner (1996),|Horror|Thriller,2.53179,1996,,,,
2403,0,Duel in the Sun (1946),|Western,3.55556,1946,,,,
2404,0,"Suburbans, The (1999)",|Drama,1.66667,1999,,,,
2405,0,Bustin' Loose (1981),|Comedy,2.91837,1981,,,,
